No,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income
221.0,LP001743,Male,Yes,2,Graduate,No,4009.0,1717.0,116.0,360.0,1.0,Semiurban,Y,"$5,726.00"
222.0,LP001744,Male,No,0,Graduate,No,2971.0,2791.0,144.0,360.0,1.0,Semiurban,Y,"$5,762.00"
223.0,LP001749,Male,Yes,0,Graduate,No,7578.0,1010.0,175.0,,1.0,Semiurban,Y,"$8,588.00"
224.0,LP001750,Male,Yes,0,Graduate,No,6250.0,0.0,128.0,360.0,1.0,Semiurban,Y,"$6,250.00"
225.0,LP001751,Male,Yes,0,Graduate,No,3250.0,0.0,170.0,360.0,1.0,Rural,N,"$3,250.00"
226.0,LP001754,Male,Yes,,Not Graduate,Yes,4735.0,0.0,138.0,360.0,1.0,Urban,N,"$4,735.00"
227.0,LP001758,Male,Yes,2,Graduate,No,6250.0,1695.0,210.0,360.0,1.0,Semiurban,Y,"$7,945.00"
228.0,LP001760,Male,,,Graduate,No,4758.0,0.0,158.0,480.0,1.0,Semiurban,Y,"$4,758.00"
229.0,LP001761,Male,No,0,Graduate,Yes,6400.0,0.0,200.0,360.0,1.0,Rural,Y,"$6,400.00"
230.0,LP001765,Male,Yes,1,Graduate,No,2491.0,2054.0,104.0,360.0,1.0,Semiurban,Y,"$4,545.00"
231.0,LP001768,Male,Yes,0,Graduate,,3716.0,0.0,42.0,180.0,1.0,Rural,Y,"$3,716.00"
232.0,LP001770,Male,No,0,Not Graduate,No,3189.0,2598.0,120.0,,1.0,Rural,Y,"$5,787.00"
233.0,LP001776,Female,No,0,Graduate,No,8333.0,0.0,280.0,360.0,1.0,Semiurban,Y,"$8,333.00"
234.0,LP001778,Male,Yes,1,Graduate,No,3155.0,1779.0,140.0,360.0,1.0,Semiurban,Y,"$4,934.00"
235.0,LP001784,Male,Yes,1,Graduate,No,5500.0,1260.0,170.0,360.0,1.0,Rural,Y,"$6,760.00"
236.0,LP001786,Male,Yes,0,Graduate,,5746.0,0.0,255.0,360.0,,Urban,N,"$5,746.00"
237.0,LP001788,Female,No,0,Graduate,Yes,3463.0,0.0,122.0,360.0,,Urban,Y,"$3,463.00"
238.0,LP001790,Female,No,1,Graduate,No,3812.0,0.0,112.0,360.0,1.0,Rural,Y,"$3,812.00"
239.0,LP001792,Male,Yes,1,Graduate,No,3315.0,0.0,96.0,360.0,1.0,Semiurban,Y,"$3,315.00"
240.0,LP001798,Male,Yes,2,Graduate,No,5819.0,5000.0,120.0,360.0,1.0,Rural,Y,"$10,819.00"
241.0,LP001800,Male,Yes,1,Not Graduate,No,2510.0,1983.0,140.0,180.0,1.0,Urban,N,"$4,493.00"
242.0,LP001806,Male,No,0,Graduate,No,2965.0,5701.0,155.0,60.0,1.0,Urban,Y,"$8,666.00"
243.0,LP001807,Male,Yes,2,Graduate,Yes,6250.0,1300.0,108.0,360.0,1.0,Rural,Y,"$7,550.00"
244.0,LP001811,Male,Yes,0,Not Graduate,No,3406.0,4417.0,123.0,360.0,1.0,Semiurban,Y,"$7,823.00"
245.0,LP001813,Male,No,0,Graduate,Yes,6050.0,4333.0,120.0,180.0,1.0,Urban,N,"$10,383.00"
246.0,LP001814,Male,Yes,2,Graduate,No,9703.0,0.0,112.0,360.0,1.0,Urban,Y,"$9,703.00"
247.0,LP001819,Male,Yes,1,Not Graduate,No,6608.0,0.0,137.0,180.0,1.0,Urban,Y,"$6,608.00"
248.0,LP001824,Male,Yes,1,Graduate,No,2882.0,1843.0,123.0,480.0,1.0,Semiurban,Y,"$4,725.00"
249.0,LP001825,Male,Yes,0,Graduate,No,1809.0,1868.0,90.0,360.0,1.0,Urban,Y,"$3,677.00"
250.0,LP001835,Male,Yes,0,Not Graduate,No,1668.0,3890.0,201.0,360.0,0.0,Semiurban,N,"$5,558.00"
251.0,LP001836,Female,No,2,Graduate,No,3427.0,0.0,138.0,360.0,1.0,Urban,N,"$3,427.00"
252.0,LP001841,Male,No,0,Not Graduate,Yes,2583.0,2167.0,104.0,360.0,1.0,Rural,Y,"$4,750.00"
253.0,LP001843,Male,Yes,1,Not Graduate,No,2661.0,7101.0,279.0,180.0,1.0,Semiurban,Y,"$9,762.00"
254.0,LP001844,Male,No,0,Graduate,Yes,16250.0,0.0,192.0,360.0,0.0,Urban,N,"$16,250.00"
255.0,LP001846,Female,No,3+,Graduate,No,3083.0,0.0,255.0,360.0,1.0,Rural,Y,"$3,083.00"
256.0,LP001849,Male,No,0,Not Graduate,No,6045.0,0.0,115.0,360.0,0.0,Rural,N,"$6,045.00"
257.0,LP001854,Male,Yes,3+,Graduate,No,5250.0,0.0,94.0,360.0,1.0,Urban,N,"$5,250.00"
258.0,LP001859,Male,Yes,0,Graduate,No,14683.0,2100.0,304.0,360.0,1.0,Rural,N,"$16,783.00"
259.0,LP001864,Male,Yes,3+,Not Graduate,No,4931.0,0.0,128.0,360.0,,Semiurban,N,"$4,931.00"
260.0,LP001865,Male,Yes,1,Graduate,No,6083.0,4250.0,330.0,360.0,,Urban,Y,"$10,333.00"
261.0,LP001868,Male,No,0,Graduate,No,2060.0,2209.0,134.0,360.0,1.0,Semiurban,Y,"$4,269.00"
262.0,LP001870,Female,No,1,Graduate,No,3481.0,0.0,155.0,36.0,1.0,Semiurban,N,"$3,481.00"
263.0,LP001871,Female,No,0,Graduate,No,7200.0,0.0,120.0,360.0,1.0,Rural,Y,"$7,200.00"
264.0,LP001872,Male,No,0,Graduate,Yes,5166.0,0.0,128.0,360.0,1.0,Semiurban,Y,"$5,166.00"
265.0,LP001875,Male,No,0,Graduate,No,4095.0,3447.0,151.0,360.0,1.0,Rural,Y,"$7,542.00"
266.0,LP001877,Male,Yes,2,Graduate,No,4708.0,1387.0,150.0,360.0,1.0,Semiurban,Y,"$6,095.00"
267.0,LP001882,Male,Yes,3+,Graduate,No,4333.0,1811.0,160.0,360.0,0.0,Urban,Y,"$6,144.00"
268.0,LP001883,Female,No,0,Graduate,,3418.0,0.0,135.0,360.0,1.0,Rural,N,"$3,418.00"
269.0,LP001884,Female,No,1,Graduate,No,2876.0,1560.0,90.0,360.0,1.0,Urban,Y,"$4,436.00"
270.0,LP001888,Female,No,0,Graduate,No,3237.0,0.0,30.0,360.0,1.0,Urban,Y,"$3,237.00"
271.0,LP001891,Male,Yes,0,Graduate,No,11146.0,0.0,136.0,360.0,1.0,Urban,Y,"$11,146.00"
272.0,LP001892,Male,No,0,Graduate,No,2833.0,1857.0,126.0,360.0,1.0,Rural,Y,"$4,690.00"
273.0,LP001894,Male,Yes,0,Graduate,No,2620.0,2223.0,150.0,360.0,1.0,Semiurban,Y,"$4,843.00"
274.0,LP001896,Male,Yes,2,Graduate,No,3900.0,0.0,90.0,360.0,1.0,Semiurban,Y,"$3,900.00"
275.0,LP001900,Male,Yes,1,Graduate,No,2750.0,1842.0,115.0,360.0,1.0,Semiurban,Y,"$4,592.00"
276.0,LP001903,Male,Yes,0,Graduate,No,3993.0,3274.0,207.0,360.0,1.0,Semiurban,Y,"$7,267.00"
277.0,LP001904,Male,Yes,0,Graduate,No,3103.0,1300.0,80.0,360.0,1.0,Urban,Y,"$4,403.00"
278.0,LP001907,Male,Yes,0,Graduate,No,14583.0,0.0,436.0,360.0,1.0,Semiurban,Y,"$14,583.00"
279.0,LP001908,Female,Yes,0,Not Graduate,No,4100.0,0.0,124.0,360.0,,Rural,Y,"$4,100.00"
280.0,LP001910,Male,No,1,Not Graduate,Yes,4053.0,2426.0,158.0,360.0,0.0,Urban,N,"$6,479.00"
281.0,LP001914,Male,Yes,0,Graduate,No,3927.0,800.0,112.0,360.0,1.0,Semiurban,Y,"$4,727.00"
282.0,LP001915,Male,Yes,2,Graduate,No,2301.0,985.7999878,78.0,180.0,1.0,Urban,Y,"$3,286.80"
283.0,LP001917,Female,No,0,Graduate,No,1811.0,1666.0,54.0,360.0,1.0,Urban,Y,"$3,477.00"
284.0,LP001922,Male,Yes,0,Graduate,No,20667.0,0.0,,360.0,1.0,Rural,N,"$20,667.00"
285.0,LP001924,Male,No,0,Graduate,No,3158.0,3053.0,89.0,360.0,1.0,Rural,Y,"$6,211.00"
286.0,LP001925,Female,No,0,Graduate,Yes,2600.0,1717.0,99.0,300.0,1.0,Semiurban,N,"$4,317.00"
287.0,LP001926,Male,Yes,0,Graduate,No,3704.0,2000.0,120.0,360.0,1.0,Rural,Y,"$5,704.00"
288.0,LP001931,Female,No,0,Graduate,No,4124.0,0.0,115.0,360.0,1.0,Semiurban,Y,"$4,124.00"
289.0,LP001935,Male,No,0,Graduate,No,9508.0,0.0,187.0,360.0,1.0,Rural,Y,"$9,508.00"
290.0,LP001936,Male,Yes,0,Graduate,No,3075.0,2416.0,139.0,360.0,1.0,Rural,Y,"$5,491.00"
291.0,LP001938,Male,Yes,2,Graduate,No,4400.0,0.0,127.0,360.0,0.0,Semiurban,N,"$4,400.00"
292.0,LP001940,Male,Yes,2,Graduate,No,3153.0,1560.0,134.0,360.0,1.0,Urban,Y,"$4,713.00"
293.0,LP001945,Female,No,,Graduate,No,5417.0,0.0,143.0,480.0,0.0,Urban,N,"$5,417.00"
294.0,LP001947,Male,Yes,0,Graduate,No,2383.0,3334.0,172.0,360.0,1.0,Semiurban,Y,"$5,717.00"
295.0,LP001949,Male,Yes,3+,Graduate,,4416.0,1250.0,110.0,360.0,1.0,Urban,Y,"$5,666.00"
296.0,LP001953,Male,Yes,1,Graduate,No,6875.0,0.0,200.0,360.0,1.0,Semiurban,Y,"$6,875.00"
297.0,LP001954,Female,Yes,1,Graduate,No,4666.0,0.0,135.0,360.0,1.0,Urban,Y,"$4,666.00"
298.0,LP001955,Female,No,0,Graduate,No,5000.0,2541.0,151.0,480.0,1.0,Rural,N,"$7,541.00"
299.0,LP001963,Male,Yes,1,Graduate,No,2014.0,2925.0,113.0,360.0,1.0,Urban,N,"$4,939.00"
300.0,LP001964,Male,Yes,0,Not Graduate,No,1800.0,2934.0,93.0,360.0,0.0,Urban,N,"$4,734.00"
301.0,LP001972,Male,Yes,,Not Graduate,No,2875.0,1750.0,105.0,360.0,1.0,Semiurban,Y,"$4,625.00"
302.0,LP001974,Female,No,0,Graduate,No,5000.0,0.0,132.0,360.0,1.0,Rural,Y,"$5,000.00"
303.0,LP001977,Male,Yes,1,Graduate,No,1625.0,1803.0,96.0,360.0,1.0,Urban,Y,"$3,428.00"
304.0,LP001978,Male,No,0,Graduate,No,4000.0,2500.0,140.0,360.0,1.0,Rural,Y,"$6,500.00"
305.0,LP001990,Male,No,0,Not Graduate,No,2000.0,0.0,,360.0,1.0,Urban,N,"$2,000.00"
306.0,LP001993,Female,No,0,Graduate,No,3762.0,1666.0,135.0,360.0,1.0,Rural,Y,"$5,428.00"
307.0,LP001994,Female,No,0,Graduate,No,2400.0,1863.0,104.0,360.0,0.0,Urban,N,"$4,263.00"
308.0,LP001996,Male,No,0,Graduate,No,20233.0,0.0,480.0,360.0,1.0,Rural,N,"$20,233.00"
309.0,LP001998,Male,Yes,2,Not Graduate,No,7667.0,0.0,185.0,360.0,,Rural,Y,"$7,667.00"
310.0,LP002002,Female,No,0,Graduate,No,2917.0,0.0,84.0,360.0,1.0,Semiurban,Y,"$2,917.00"
311.0,LP002004,Male,No,0,Not Graduate,No,2927.0,2405.0,111.0,360.0,1.0,Semiurban,Y,"$5,332.00"
312.0,LP002006,Female,No,0,Graduate,No,2507.0,0.0,56.0,360.0,1.0,Rural,Y,"$2,507.00"
313.0,LP002008,Male,Yes,2,Graduate,Yes,5746.0,0.0,144.0,84.0,,Rural,Y,"$5,746.00"
314.0,LP002024,,Yes,0,Graduate,No,2473.0,1843.0,159.0,360.0,1.0,Rural,N,"$4,316.00"
315.0,LP002031,Male,Yes,1,Not Graduate,No,3399.0,1640.0,111.0,180.0,1.0,Urban,Y,"$5,039.00"
316.0,LP002035,Male,Yes,2,Graduate,No,3717.0,0.0,120.0,360.0,1.0,Semiurban,Y,"$3,717.00"
317.0,LP002036,Male,Yes,0,Graduate,No,2058.0,2134.0,88.0,360.0,,Urban,Y,"$4,192.00"
318.0,LP002043,Female,No,1,Graduate,No,3541.0,0.0,112.0,360.0,,Semiurban,Y,"$3,541.00"
319.0,LP002050,Male,Yes,1,Graduate,Yes,10000.0,0.0,155.0,360.0,1.0,Rural,N,"$10,000.00"
320.0,LP002051,Male,Yes,0,Graduate,No,2400.0,2167.0,115.0,360.0,1.0,Semiurban,Y,"$4,567.00"
321.0,LP002053,Male,Yes,3+,Graduate,No,4342.0,189.0,124.0,360.0,1.0,Semiurban,Y,"$4,531.00"
322.0,LP002054,Male,Yes,2,Not Graduate,No,3601.0,1590.0,,360.0,1.0,Rural,Y,"$5,191.00"
323.0,LP002055,Female,No,0,Graduate,No,3166.0,2985.0,132.0,360.0,,Rural,Y,"$6,151.00"
324.0,LP002065,Male,Yes,3+,Graduate,No,15000.0,0.0,300.0,360.0,1.0,Rural,Y,"$15,000.00"
325.0,LP002067,Male,Yes,1,Graduate,Yes,8666.0,4983.0,376.0,360.0,0.0,Rural,N,"$13,649.00"
326.0,LP002068,Male,No,0,Graduate,No,4917.0,0.0,130.0,360.0,0.0,Rural,Y,"$4,917.00"
327.0,LP002082,Male,Yes,0,Graduate,Yes,5818.0,2160.0,184.0,360.0,1.0,Semiurban,Y,"$7,978.00"
328.0,LP002086,Female,Yes,0,Graduate,No,4333.0,2451.0,110.0,360.0,1.0,Urban,N,"$6,784.00"
329.0,LP002087,Female,No,0,Graduate,No,2500.0,0.0,67.0,360.0,1.0,Urban,Y,"$2,500.00"
330.0,LP002097,Male,No,1,Graduate,No,4384.0,1793.0,117.0,360.0,1.0,Urban,Y,"$6,177.00"
331.0,LP002098,Male,No,0,Graduate,No,2935.0,0.0,98.0,360.0,1.0,Semiurban,Y,"$2,935.00"
332.0,LP002100,Male,No,,Graduate,No,2833.0,0.0,71.0,360.0,1.0,Urban,Y,"$2,833.00"
333.0,LP002101,Male,Yes,0,Graduate,,63337.0,0.0,490.0,180.0,1.0,Urban,Y,"$63,337.00"
334.0,LP002103,,Yes,1,Graduate,Yes,9833.0,1833.0,182.0,180.0,1.0,Urban,Y,"$11,666.00"
335.0,LP002106,Male,Yes,,Graduate,Yes,5503.0,4490.0,70.0,,1.0,Semiurban,Y,"$9,993.00"
336.0,LP002110,Male,Yes,1,Graduate,,5250.0,688.0,160.0,360.0,1.0,Rural,Y,"$5,938.00"
337.0,LP002112,Male,Yes,2,Graduate,Yes,2500.0,4600.0,176.0,360.0,1.0,Rural,Y,"$7,100.00"
338.0,LP002113,Female,No,3+,Not Graduate,No,1830.0,0.0,,360.0,0.0,Urban,N,"$1,830.00"
339.0,LP002114,Female,No,0,Graduate,No,4160.0,0.0,71.0,360.0,1.0,Semiurban,Y,"$4,160.00"
340.0,LP002115,Male,Yes,3+,Not Graduate,No,2647.0,1587.0,173.0,360.0,1.0,Rural,N,"$4,234.00"
341.0,LP002116,Female,No,0,Graduate,No,2378.0,0.0,46.0,360.0,1.0,Rural,N,"$2,378.00"
342.0,LP002119,Male,Yes,1,Not Graduate,No,4554.0,1229.0,158.0,360.0,1.0,Urban,Y,"$5,783.00"
343.0,LP002126,Male,Yes,3+,Not Graduate,No,3173.0,0.0,74.0,360.0,1.0,Semiurban,Y,"$3,173.00"
344.0,LP002128,Male,Yes,2,Graduate,,2583.0,2330.0,125.0,360.0,1.0,Rural,Y,"$4,913.00"
345.0,LP002129,Male,Yes,0,Graduate,No,2499.0,2458.0,160.0,360.0,1.0,Semiurban,Y,"$4,957.00"
346.0,LP002130,Male,Yes,,Not Graduate,No,3523.0,3230.0,152.0,360.0,0.0,Rural,N,"$6,753.00"
347.0,LP002131,Male,Yes,2,Not Graduate,No,3083.0,2168.0,126.0,360.0,1.0,Urban,Y,"$5,251.00"
348.0,LP002137,Male,Yes,0,Graduate,No,6333.0,4583.0,259.0,360.0,,Semiurban,Y,"$10,916.00"
349.0,LP002138,Male,Yes,0,Graduate,No,2625.0,6250.0,187.0,360.0,1.0,Rural,Y,"$8,875.00"
350.0,LP002139,Male,Yes,0,Graduate,No,9083.0,0.0,228.0,360.0,1.0,Semiurban,Y,"$9,083.00"
351.0,LP002140,Male,No,0,Graduate,No,8750.0,4167.0,308.0,360.0,1.0,Rural,N,"$12,917.00"
352.0,LP002141,Male,Yes,3+,Graduate,No,2666.0,2083.0,95.0,360.0,1.0,Rural,Y,"$4,749.00"
353.0,LP002142,Female,Yes,0,Graduate,Yes,5500.0,0.0,105.0,360.0,0.0,Rural,N,"$5,500.00"
354.0,LP002143,Female,Yes,0,Graduate,No,2423.0,505.0,130.0,360.0,1.0,Semiurban,Y,"$2,928.00"
355.0,LP002144,Female,No,,Graduate,No,3813.0,0.0,116.0,180.0,1.0,Urban,Y,"$3,813.00"
356.0,LP002149,Male,Yes,2,Graduate,No,8333.0,3167.0,165.0,360.0,1.0,Rural,Y,"$11,500.00"
357.0,LP002151,Male,Yes,1,Graduate,No,3875.0,0.0,67.0,360.0,1.0,Urban,N,"$3,875.00"
358.0,LP002158,Male,Yes,0,Not Graduate,No,3000.0,1666.0,100.0,480.0,0.0,Urban,N,"$4,666.00"
359.0,LP002160,Male,Yes,3+,Graduate,No,5167.0,3167.0,200.0,360.0,1.0,Semiurban,Y,"$8,334.00"
360.0,LP002161,Female,No,1,Graduate,No,4723.0,0.0,81.0,360.0,1.0,Semiurban,N,"$4,723.00"
361.0,LP002170,Male,Yes,2,Graduate,No,5000.0,3667.0,236.0,360.0,1.0,Semiurban,Y,"$8,667.00"
362.0,LP002175,Male,Yes,0,Graduate,No,4750.0,2333.0,130.0,360.0,1.0,Urban,Y,"$7,083.00"
363.0,LP002178,Male,Yes,0,Graduate,No,3013.0,3033.0,95.0,300.0,,Urban,Y,"$6,046.00"
364.0,LP002180,Male,No,0,Graduate,Yes,6822.0,0.0,141.0,360.0,1.0,Rural,Y,"$6,822.00"
365.0,LP002181,Male,No,0,Not Graduate,No,6216.0,0.0,133.0,360.0,1.0,Rural,N,"$6,216.00"
366.0,LP002187,Male,No,0,Graduate,No,2500.0,0.0,96.0,480.0,1.0,Semiurban,N,"$2,500.00"
367.0,LP002188,Male,No,0,Graduate,No,5124.0,0.0,124.0,,0.0,Rural,N,"$5,124.00"
368.0,LP002190,Male,Yes,1,Graduate,No,6325.0,0.0,175.0,360.0,1.0,Semiurban,Y,"$6,325.00"
369.0,LP002191,Male,Yes,0,Graduate,No,19730.0,5266.0,570.0,360.0,1.0,Rural,N,"$24,996.00"
370.0,LP002194,Female,No,0,Graduate,Yes,15759.0,0.0,55.0,360.0,1.0,Semiurban,Y,"$15,759.00"
371.0,LP002197,Male,Yes,2,Graduate,No,5185.0,0.0,155.0,360.0,1.0,Semiurban,Y,"$5,185.00"
372.0,LP002201,Male,Yes,2,Graduate,Yes,9323.0,7873.0,380.0,300.0,1.0,Rural,Y,"$17,196.00"
373.0,LP002205,Male,No,1,Graduate,No,3062.0,1987.0,111.0,180.0,0.0,Urban,N,"$5,049.00"
374.0,LP002209,Female,No,0,Graduate,,2764.0,1459.0,110.0,360.0,1.0,Urban,Y,"$4,223.00"
375.0,LP002211,Male,Yes,0,Graduate,No,4817.0,923.0,120.0,180.0,1.0,Urban,Y,"$5,740.00"
376.0,LP002219,Male,Yes,3+,Graduate,No,8750.0,4996.0,130.0,360.0,1.0,Rural,Y,"$13,746.00"
377.0,LP002223,Male,Yes,0,Graduate,No,4310.0,0.0,130.0,360.0,,Semiurban,Y,"$4,310.00"
378.0,LP002224,Male,No,0,Graduate,No,3069.0,0.0,71.0,480.0,1.0,Urban,N,"$3,069.00"
379.0,LP002225,Male,Yes,2,Graduate,No,5391.0,0.0,130.0,360.0,1.0,Urban,Y,"$5,391.00"
380.0,LP002226,Male,Yes,0,Graduate,,3333.0,2500.0,128.0,360.0,1.0,Semiurban,Y,"$5,833.00"
381.0,LP002229,Male,No,0,Graduate,No,5941.0,4232.0,296.0,360.0,1.0,Semiurban,Y,"$10,173.00"
382.0,LP002231,Female,No,0,Graduate,No,6000.0,0.0,156.0,360.0,1.0,Urban,Y,"$6,000.00"
383.0,LP002234,Male,No,0,Graduate,Yes,7167.0,0.0,128.0,360.0,1.0,Urban,Y,"$7,167.00"
384.0,LP002236,Male,Yes,2,Graduate,No,4566.0,0.0,100.0,360.0,1.0,Urban,N,"$4,566.00"
385.0,LP002237,Male,No,1,Graduate,,3667.0,0.0,113.0,180.0,1.0,Urban,Y,"$3,667.00"
386.0,LP002239,Male,No,0,Not Graduate,No,2346.0,1600.0,132.0,360.0,1.0,Semiurban,Y,"$3,946.00"
387.0,LP002243,Male,Yes,0,Not Graduate,No,3010.0,3136.0,,360.0,0.0,Urban,N,"$6,146.00"
388.0,LP002244,Male,Yes,0,Graduate,No,2333.0,2417.0,136.0,360.0,1.0,Urban,Y,"$4,750.00"
389.0,LP002250,Male,Yes,0,Graduate,No,5488.0,0.0,125.0,360.0,1.0,Rural,Y,"$5,488.00"
390.0,LP002255,Male,No,3+,Graduate,No,9167.0,0.0,185.0,360.0,1.0,Rural,Y,"$9,167.00"
391.0,LP002262,Male,Yes,3+,Graduate,No,9504.0,0.0,275.0,360.0,1.0,Rural,Y,"$9,504.00"
392.0,LP002263,Male,Yes,0,Graduate,No,2583.0,2115.0,120.0,360.0,,Urban,Y,"$4,698.00"
393.0,LP002265,Male,Yes,2,Not Graduate,No,1993.0,1625.0,113.0,180.0,1.0,Semiurban,Y,"$3,618.00"
394.0,LP002266,Male,Yes,2,Graduate,No,3100.0,1400.0,113.0,360.0,1.0,Urban,Y,"$4,500.00"
395.0,LP002272,Male,Yes,2,Graduate,No,3276.0,484.0,135.0,360.0,,Semiurban,Y,"$3,760.00"
396.0,LP002277,Female,No,0,Graduate,No,3180.0,0.0,71.0,360.0,0.0,Urban,N,"$3,180.00"
397.0,LP002281,Male,Yes,0,Graduate,No,3033.0,1459.0,95.0,360.0,1.0,Urban,Y,"$4,492.00"
398.0,LP002284,Male,No,0,Not Graduate,No,3902.0,1666.0,109.0,360.0,1.0,Rural,Y,"$5,568.00"
399.0,LP002287,Female,No,0,Graduate,No,1500.0,1800.0,103.0,360.0,0.0,Semiurban,N,"$3,300.00"
400.0,LP002288,Male,Yes,2,Not Graduate,No,2889.0,0.0,45.0,180.0,0.0,Urban,N,"$2,889.00"
401.0,LP002296,Male,No,0,Not Graduate,No,2755.0,0.0,65.0,300.0,1.0,Rural,N,"$2,755.00"
402.0,LP002297,Male,No,0,Graduate,No,2500.0,20000.0,103.0,360.0,1.0,Semiurban,Y,"$22,500.00"
403.0,LP002300,Female,No,0,Not Graduate,No,1963.0,0.0,53.0,360.0,1.0,Semiurban,Y,"$1,963.00"
404.0,LP002301,Female,No,0,Graduate,Yes,7441.0,0.0,194.0,360.0,1.0,Rural,N,"$7,441.00"
405.0,LP002305,Female,No,0,Graduate,No,4547.0,0.0,115.0,360.0,1.0,Semiurban,Y,"$4,547.00"
406.0,LP002308,Male,Yes,0,Not Graduate,No,2167.0,2400.0,115.0,360.0,1.0,Urban,Y,"$4,567.00"
407.0,LP002314,Female,No,0,Not Graduate,No,2213.0,0.0,66.0,360.0,1.0,Rural,Y,"$2,213.00"
408.0,LP002315,Male,Yes,1,Graduate,No,8300.0,0.0,152.0,300.0,0.0,Semiurban,N,"$8,300.00"
409.0,LP002317,Male,Yes,3+,Graduate,No,81000.0,0.0,360.0,360.0,0.0,Rural,N,"$81,000.00"
410.0,LP002318,Female,No,1,Not Graduate,Yes,3867.0,0.0,62.0,360.0,1.0,Semiurban,N,"$3,867.00"
411.0,LP002319,Male,Yes,0,Graduate,,6256.0,0.0,160.0,360.0,,Urban,Y,"$6,256.00"
412.0,LP002328,Male,Yes,0,Not Graduate,No,6096.0,0.0,218.0,360.0,0.0,Rural,N,"$6,096.00"
413.0,LP002332,Male,Yes,0,Not Graduate,No,2253.0,2033.0,110.0,360.0,1.0,Rural,Y,"$4,286.00"
414.0,LP002335,Female,Yes,0,Not Graduate,No,2149.0,3237.0,178.0,360.0,0.0,Semiurban,N,"$5,386.00"
415.0,LP002337,Female,No,0,Graduate,No,2995.0,0.0,60.0,360.0,1.0,Urban,Y,"$2,995.00"
416.0,LP002341,Female,No,1,Graduate,No,2600.0,0.0,160.0,360.0,1.0,Urban,N,"$2,600.00"
417.0,LP002342,Male,Yes,2,Graduate,Yes,1600.0,20000.0,239.0,360.0,1.0,Urban,N,"$21,600.00"
418.0,LP002345,Male,Yes,0,Graduate,No,1025.0,2773.0,112.0,360.0,1.0,Rural,Y,"$3,798.00"
419.0,LP002347,Male,Yes,0,Graduate,No,3246.0,1417.0,138.0,360.0,1.0,Semiurban,Y,"$4,663.00"
420.0,LP002348,Male,Yes,0,Graduate,No,5829.0,0.0,138.0,360.0,1.0,Rural,Y,"$5,829.00"
421.0,LP002357,Female,No,0,Not Graduate,No,2720.0,0.0,80.0,,0.0,Urban,N,"$2,720.00"
422.0,LP002361,Male,Yes,0,Graduate,No,1820.0,1719.0,100.0,360.0,1.0,Urban,Y,"$3,539.00"
423.0,LP002362,Male,Yes,1,Graduate,No,7250.0,1667.0,110.0,,0.0,Urban,N,"$8,917.00"
424.0,LP002364,Male,Yes,0,Graduate,No,14880.0,0.0,96.0,360.0,1.0,Semiurban,Y,"$14,880.00"
425.0,LP002366,Male,Yes,0,Graduate,No,2666.0,4300.0,121.0,360.0,1.0,Rural,Y,"$6,966.00"
426.0,LP002367,Female,No,1,Not Graduate,No,4606.0,0.0,81.0,360.0,1.0,Rural,N,"$4,606.00"
427.0,LP002368,Male,Yes,2,Graduate,No,5935.0,0.0,133.0,360.0,1.0,Semiurban,Y,"$5,935.00"
428.0,LP002369,Male,Yes,0,Graduate,No,2920.0,16.12000084,87.0,360.0,1.0,Rural,Y,"$2,936.12"
429.0,LP002370,Male,No,0,Not Graduate,No,2717.0,0.0,60.0,180.0,1.0,Urban,Y,"$2,717.00"
430.0,LP002377,Female,No,1,Graduate,Yes,8624.0,0.0,150.0,360.0,1.0,Semiurban,Y,"$8,624.00"
431.0,LP002379,Male,No,0,Graduate,No,6500.0,0.0,105.0,360.0,0.0,Rural,N,"$6,500.00"
432.0,LP002386,Male,No,0,Graduate,,12876.0,0.0,405.0,360.0,1.0,Semiurban,Y,"$12,876.00"
433.0,LP002387,Male,Yes,0,Graduate,No,2425.0,2340.0,143.0,360.0,1.0,Semiurban,Y,"$4,765.00"
434.0,LP002390,Male,No,0,Graduate,No,3750.0,0.0,100.0,360.0,1.0,Urban,Y,"$3,750.00"
435.0,LP002393,Female,,,Graduate,No,10047.0,0.0,,240.0,1.0,Semiurban,Y,"$10,047.00"
436.0,LP002398,Male,No,0,Graduate,No,1926.0,1851.0,50.0,360.0,1.0,Semiurban,Y,"$3,777.00"
437.0,LP002401,Male,Yes,0,Graduate,No,2213.0,1125.0,,360.0,1.0,Urban,Y,"$3,338.00"
438.0,LP002403,Male,No,0,Graduate,Yes,10416.0,0.0,187.0,360.0,0.0,Urban,N,"$10,416.00"
439.0,LP002407,Female,Yes,0,Not Graduate,Yes,7142.0,0.0,138.0,360.0,1.0,Rural,Y,"$7,142.00"
440.0,LP002408,Male,No,0,Graduate,No,3660.0,5064.0,187.0,360.0,1.0,Semiurban,Y,"$8,724.00"
441.0,LP002409,Male,Yes,0,Graduate,No,7901.0,1833.0,180.0,360.0,1.0,Rural,Y,"$9,734.00"
442.0,LP002418,Male,No,3+,Not Graduate,No,4707.0,1993.0,148.0,360.0,1.0,Semiurban,Y,"$6,700.00"
443.0,LP002422,Male,No,1,Graduate,No,37719.0,0.0,152.0,360.0,1.0,Semiurban,Y,"$37,719.00"
